Name,DOB,Aadhaar/SSN,Address,Pension Scheme,Pension Type,Amount,Date of Disbursement,Frequency,Bank Account,IFSC,District,State,Region,benefit_count_per_person,benefit_amount_total,Pension Scheme_Disability Pension,Pension Scheme_Farmer Pension,Pension Scheme_Old Age Pension,Pension Scheme_Widow Pension,Pension Type_Central,Pension Type_State,Frequency_Monthly,Frequency_Quarterly,District_DistrictA,District_DistrictB,District_DistrictC,State_State1,State_State2,Region_North,Region_South
John Oconnor,1938-12-16,588751616924,"29306 Frost Camp, Martinezfort, UT 37134",Widow Pension,State,2973.56,2023-10-13,Monthly,945264157468,IFSC3673,DistrictA,State2,North,1,2973.56,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Cody Jackson,1960-01-24,18166124648,"3845 Jennifer Keys, Millermouth, WY 34831",Disability Pension,Central,1258.26,2022-07-08,Quarterly,061636462696,IFSC6504,DistrictB,State1,North,1,1258.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Sierra Humphrey,1960-05-03,93212266844,"USNV Murillo, FPO AP 84378",Disability Pension,State,3855.9,2020-05-24,Quarterly,576308759160,IFSC2260,DistrictA,State1,North,1,3855.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Michelle Clark,1954-07-25,441348870850,"001 John Junction Apt. 807, East Lisatown, SD 49497",Farmer Pension,State,1642.75,2022-09-18,Quarterly,616101383943,IFSC3754,DistrictB,State2,North,2,4613.27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Stephanie Sawyer,1943-03-17,433225967090,"98874 Morse Ways, Whitneyview, WV 03860",Old Age Pension,State,3089.64,2020-09-06,Monthly,840416721721,IFSC2127,DistrictB,State2,South,1,3089.64,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Brad Jackson,1960-03-18,610625051659,"6885 Bush Crossing, Medinaview, WY 97174",Disability Pension,State,4087.18,2020-09-12,Quarterly,983017200352,IFSC6746,DistrictA,State2,South,1,4087.18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Stephen Pace,1937-08-02,285517556571,"273 Allen Green Suite 780, West Anitaview, VA 83659",Farmer Pension,Central,3938.59,2022-07-17,Monthly,219884410855,IFSC2563,DistrictC,State2,South,1,3938.59,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Amy Foster,1960-10-13,293783310573,"96670 Harvey Ferry, Kingside, OH 20750",Old Age Pension,Central,4735.02,2021-02-16,Quarterly,103069138926,IFSC4618,DistrictA,State1,North,1,4735.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Michelle Russell,1936-08-11,64796961407,"896 Fernandez Curve Apt. 806, Lake Scott, UT 18458",Farmer Pension,Central,1164.5,2020-12-01,Monthly,532211369017,IFSC3386,DistrictB,State2,South,2,3728.67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Robert Brown,1941-05-25,402780276106,"15188 Jason Islands Suite 007, West Jeffery, VA 83409",Old Age Pension,State,4446.41,2020-08-17,Monthly,652343755267,IFSC8635,DistrictB,State1,South,2,9953.98,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Amanda Gutierrez,1946-02-23,332468987866,"7797 Perez Lock Suite 822, Adrianberg, DE 75114",Widow Pension,Central,2029.26,2024-12-17,Quarterly,212237697396,IFSC2481,DistrictB,State1,North,1,2029.26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Kayla Hunt,1955-06-12,516301346367,"441 Christopher Port, Erinport, LA 59259",Widow Pension,Central,2300.69,2020-04-09,Quarterly,866754332347,IFSC4203,DistrictC,State2,North,1,2300.69,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Sharon Becker,1949-09-17,207848449402,"125 Key Mills Apt. 923, West Lauren, LA 36796",Farmer Pension,State,4324.86,2021-09-15,Quarterly,604234226846,IFSC7042,DistrictA,State2,North,1,4324.86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Joseph Washington,1948-09-16,11925841532,"11853 Dennis Lodge Suite 356, Lake Danahaven, MT 58183",Farmer Pension,State,2575.28,2020-11-20,Monthly,282387096064,IFSC3122,DistrictA,State1,North,1,2575.28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Peter Ramsey,1954-07-16,733695095493,"3218 Richard Mountains Suite 634, Danabury, RI 30241",Widow Pension,Central,2171.23,2020-05-25,Quarterly,745963581152,IFSC9103,DistrictB,State2,South,1,2171.23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
William Wells,1951-05-30,405340527,"24916 Paul Forks Suite 632, Randolphside, ID 81370",Widow Pension,State,3151.31,2025-02-15,Monthly,056967836517,IFSC6128,DistrictA,State1,North,1,3151.31,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Christopher Conley DVM,1954-08-09,801982833996,"930 Alexander Spring, Sanchezfort, GA 39722",Widow Pension,State,3045.95,2021-03-31,Monthly,801249554642,IFSC7963,DistrictA,State1,South,1,3045.95,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Katrina Phillips,1956-07-04,315861335661,"6741 Schneider Station Apt. 375, East Raymond, IA 56540",Old Age Pension,Central,3973.32,2023-09-27,Quarterly,695427697532,IFSC0553,DistrictC,State2,North,1,3973.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Dr. Frank Kramer MD,1963-01-28,250629674973,"6637 Sandoval Ways, Paulburgh, UT 21282",Old Age Pension,Central,2368.33,2023-01-09,Quarterly,823456572898,IFSC9819,DistrictB,State2,North,1,2368.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Krista Benton MD,1950-04-10,762681729516,"728 Harrison Junctions, Brittanyborough, IN 90166",Widow Pension,State,2801.65,2023-08-14,Monthly,501277769817,IFSC3676,DistrictB,State2,North,1,2801.65,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Melissa Hunt,1963-12-25,38908902555,"160 Andrews Estate Apt. 641, West Peter, OR 07632",Farmer Pension,State,2751.19,2023-11-25,Quarterly,457453017654,IFSC9649,DistrictA,State2,North,1,2751.19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Jeffrey Bennett,1953-01-23,461281036030,"12134 Lisa Grove, East Nicole, NY 10206",Farmer Pension,State,2359.94,2022-02-03,Monthly,690916488726,IFSC4665,DistrictA,State2,North,1,2359.94,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Robyn Barron,1955-08-14,724478776550,"7397 Lopez Rest, Matthewview, ND 30875",Disability Pension,Central,1419.17,2024-07-01,Monthly,505274607806,IFSC4191,DistrictB,State1,North,2,4485.4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Laura Pierce,1950-04-09,932081885239,"67096 Mullins Brook, East Timothyberg, PA 31965",Old Age Pension,State,2731.14,2023-01-01,Quarterly,429182117702,IFSC5801,DistrictA,State1,North,2,7150.83,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Bonnie Maxwell,1952-12-02,344440239665,"USNS Jones, FPO AP 33099",Widow Pension,State,3575.68,2025-01-14,Quarterly,511336072493,IFSC0587,DistrictB,State1,South,1,3575.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Michael Reynolds,1935-09-29,666713369368,"577 Murphy Trail, Port Aliciamouth, ID 59694",Disability Pension,State,4437.92,2023-02-05,Monthly,770476675030,IFSC5930,DistrictC,State1,South,1,4437.92,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Tracy Madden,1942-06-11,326657033305,"8013 Arroyo Village Apt. 086, Barneschester, KS 12380",Old Age Pension,Central,1218.15,2020-08-21,Quarterly,843923242193,IFSC2832,DistrictC,State1,North,1,1218.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Joseph Gordon,1955-10-05,723359764540,"74845 Russell Drive, East Nicholastown, AZ 74728",Disability Pension,State,1068.5,2023-02-26,Monthly,889700718099,IFSC0733,DistrictA,State2,North,1,1068.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Wendy Arnold,1959-09-19,115440569717,"391 Patrick Trail Apt. 353, Curtischester, HI 56822",Widow Pension,State,1112.5,2024-12-10,Monthly,536891356979,IFSC4055,DistrictA,State2,North,1,1112.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Cameron Roach,1934-06-02,237681981836,"15644 Contreras Overpass, Wongbury, LA 48437",Old Age Pension,State,3636.63,2021-01-05,Monthly,265894834311,IFSC1911,DistrictB,State2,South,1,3636.63,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Alex Miller,1943-07-20,838620081252,"89961 Michael Island Suite 320, Port Garystad, IN 96537",Disability Pension,Central,2558.98,2023-09-02,Quarterly,095466484070,IFSC6849,DistrictC,State1,North,1,2558.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Lynn Contreras,1957-09-25,2316090341,"6135 Steven Cove Apt. 498, East Jeremyview, UT 26335",Old Age Pension,State,3132.04,2023-06-30,Quarterly,006190603698,IFSC3532,DistrictB,State1,South,1,3132.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Adrian Horton,1947-10-25,85926341131,"0973 Curry Locks Apt. 164, Lake Jack, NE 32911",Disability Pension,State,2790.1,2020-09-22,Monthly,808155671319,IFSC3898,DistrictA,State1,North,1,2790.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Michael Lloyd,1938-01-17,15046180691,"37483 Petersen Hill Suite 470, Michaelmouth, SD 13093",Disability Pension,Central,1342.93,2022-08-28,Monthly,986449875372,IFSC4564,DistrictA,State1,North,1,1342.93,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Corey Glass,1963-06-04,871011724048,"6497 Dana Unions, Jasonfort, IL 78302",Old Age Pension,State,3996.6,2024-08-10,Monthly,123097851600,IFSC1104,DistrictC,State1,North,1,3996.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Stephanie Hicks,1964-02-22,186621340381,"000 Christopher Route, North Sarahbury, SD 93004",Old Age Pension,Central,4500.47,2023-01-26,Quarterly,198124943322,IFSC3010,DistrictB,State2,North,1,4500.47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Annette Nichols,1958-11-25,119527529049,"0104 Nelson Well Apt. 782, West Matthew, NV 39528",Old Age Pension,State,1198.13,2024-06-29,Monthly,347138580108,IFSC7377,DistrictA,State2,North,1,1198.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Megan Davis,1962-10-11,90573850294,"619 Kara Route, Jacksonland, WY 13239",Widow Pension,State,2266.95,2023-05-12,Quarterly,843791630491,IFSC0419,DistrictA,State2,South,1,2266.95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Jose Alexander,1940-06-22,261267294040,"37482 Meagan Square Suite 107, Kathybury, AK 91419",Disability Pension,State,4311.17,2025-02-14,Quarterly,146221208451,IFSC7007,DistrictA,State1,North,1,4311.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Angela Padilla,1940-06-16,603411688490,"3803 Karen Harbors Apt. 607, North Chloe, CT 23344",Disability Pension,State,1211.49,2021-03-02,Quarterly,220394100168,IFSC4715,DistrictB,State2,South,1,1211.49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Timothy Jones DDS,1955-02-02,681428939174,"46250 Gary Extensions, Thorntonbury, MI 21378",Old Age Pension,State,1519.18,2021-04-12,Quarterly,819826424314,IFSC9345,DistrictB,State1,North,1,1519.18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Raymond King,1956-05-26,344668955784,"003 Audrey Trail, Moralesfort, AL 07598",Widow Pension,State,4921.29,2023-02-07,Quarterly,944413584610,IFSC4197,DistrictC,State1,South,2,11147.720000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Kimberly Rowe,1942-10-31,16512086481,"14429 Wilson Mountain Apt. 707, Williamside, CA 21077",Farmer Pension,Central,2897.9,2020-08-01,Quarterly,163238954501,IFSC5035,DistrictB,State2,North,1,2897.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Aimee Collins,1943-12-01,541231721471,"16652 Davis Walks Apt. 643, Sethberg, NV 64714",Disability Pension,Central,4694.74,2023-11-16,Monthly,889069169463,IFSC0616,DistrictA,State1,South,3,21338.77,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Erin Giles,1946-01-13,106119990312,"7366 Sullivan Extension Apt. 763, Guzmanmouth, MO 93063",Disability Pension,State,4676.84,2022-04-12,Monthly,200539284857,IFSC0509,DistrictA,State1,South,1,4676.84,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Francisco Frost,1955-11-30,342031577140,"7751 Young Underpass Suite 611, East Davidshire, VA 20503",Farmer Pension,Central,1612.66,2023-09-30,Monthly,538462948063,IFSC1202,DistrictB,State2,North,2,4388.74,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Amber Rasmussen,1949-02-19,404220350563,"84169 Rebecca Prairie Apt. 610, New Ralph, RI 98558",Old Age Pension,Central,1567.14,2022-07-01,Monthly,825642535033,IFSC0159,DistrictA,State2,South,2,5882.1900000000005,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Michelle Wheeler,1956-08-14,687208483218,"585 Malone Points Apt. 174, Kevinfort, MD 67264",Farmer Pension,State,2984.68,2021-05-26,Monthly,148334922743,IFSC1595,DistrictA,State2,North,1,2984.68,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Daniel Miller,1939-03-24,875361744092,"7765 Jessica Lodge, Piercechester, FL 75195",Old Age Pension,Central,4976.33,2024-06-24,Monthly,580093360959,IFSC3855,DistrictB,State2,South,1,4976.33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
James Riley,1938-11-23,962703577212,"682 Christine Plaza, North Elizabeth, RI 37957",Widow Pension,Central,1496.77,2024-09-08,Monthly,973697936019,IFSC2507,DistrictC,State1,North,1,1496.77,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Richard Reyes,1948-09-03,751466913981,"744 Blake Unions, South Edward, UT 40443",Disability Pension,Central,4642.33,2022-12-05,Quarterly,078714555853,IFSC3971,DistrictA,State2,North,1,4642.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Sarah Nielsen,1943-11-16,381744640296,"499 Peterson Shores, Mercadoshire, IN 30472",Widow Pension,Central,2604.33,2024-08-14,Monthly,669182729175,IFSC2760,DistrictB,State2,North,1,2604.33,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Nathaniel Chapman,1953-08-14,617452097630,"USNV Griffin, FPO AE 62695",Disability Pension,State,1768.54,2025-02-15,Monthly,132169695569,IFSC1702,DistrictA,State1,North,1,1768.54,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Diana Cannon,1960-05-30,312974337922,"4906 Davis Drive Apt. 458, South Davidburgh, OK 69368",Old Age Pension,State,3642.01,2023-10-22,Monthly,846782075084,IFSC0960,DistrictC,State1,North,1,3642.01,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Jason Smith,1958-03-06,434318563398,"2387 Beasley Harbors Apt. 337, Lake Austintown, TX 71581",Disability Pension,State,4495.54,2023-11-21,Monthly,265394592404,IFSC9911,DistrictC,State1,North,1,4495.54,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Alyssa Rivera,1965-01-21,878599021880,"PSC 6912, Box 5926, APO AP 05922",Widow Pension,State,3069.94,2021-05-16,Monthly,058898347126,IFSC3527,DistrictB,State1,South,1,3069.94,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Erika Griffith,1960-07-25,314858600891,"748 Ortiz Place Apt. 158, Johnstonbury, NJ 81132",Widow Pension,State,4204.21,2020-04-04,Quarterly,161734140301,IFSC1702,DistrictB,State1,North,1,4204.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Maria Rodgers,1945-11-11,215044122057,"1460 Smith Station Apt. 463, North Francisside, MN 81260",Widow Pension,Central,1663.06,2023-01-11,Monthly,009705287602,IFSC1218,DistrictC,State1,North,1,1663.06,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Craig Brown,1939-10-03,326129059897,"6339 Cardenas Square, East Meagan, WI 49809",Widow Pension,Central,4911.66,2023-09-09,Monthly,251578811295,IFSC7032,DistrictB,State1,North,1,4911.66,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Mary Escobar,1949-11-26,427865217435,"06652 Smith Well, Thomasstad, TX 00983",Widow Pension,State,1066.4,2023-08-04,Quarterly,182806420971,IFSC0129,DistrictC,State2,North,1,1066.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Shannon Taylor,1961-05-26,445401755431,"6898 Bennett Ridge Suite 804, Cartermouth, ME 87016",Farmer Pension,State,3979.82,2024-09-28,Quarterly,810880209687,IFSC9047,DistrictB,State1,South,2,10535.84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Thomas Gibson,1949-10-07,317581212125,"0278 Rachel Grove, Johnsonchester, KY 07655",Farmer Pension,Central,3798.59,2021-01-15,Monthly,371121127748,IFSC8195,DistrictA,State2,North,1,3798.59,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Omar Parks,1963-01-21,46156814124,"55899 Haynes Path, Castanedamouth, NM 50887",Old Age Pension,State,2374.64,2024-06-20,Monthly,149551232526,IFSC0157,DistrictB,State2,South,1,2374.64,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Walter Fitzgerald,1944-02-09,845369395906,"17984 Hart Ridge Apt. 397, East Kristenburgh, RI 13083",Widow Pension,State,2610.86,2022-03-15,Monthly,794380514106,IFSC7230,DistrictB,State2,South,1,2610.86,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Theresa Gallagher,1951-08-08,617410928795,"USCGC Hernandez, FPO AP 68604",Disability Pension,State,1295.11,2023-03-25,Quarterly,512503112521,IFSC3880,DistrictA,State2,South,1,1295.11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Nancy Roberts,1951-11-03,362224796577,"6852 Rivera Parkways, Jeffreystad, VT 61939",Widow Pension,State,4096.54,2024-03-05,Monthly,514120032497,IFSC2817,DistrictA,State2,South,1,4096.54,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Jonathan Ruiz,1935-10-04,537399975469,"87791 Joshua Flat, North Rita, VA 05107",Widow Pension,Central,4601.83,2020-12-01,Monthly,746578766910,IFSC1380,DistrictB,State2,North,1,4601.83,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Joseph Hunter,1947-01-12,756576818429,"03535 Howard Radial, South Austin, GA 07367",Farmer Pension,State,3264.62,2024-11-01,Monthly,481381601614,IFSC4976,DistrictC,State2,South,1,3264.62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Ruth Evans,1961-10-22,955932164347,"509 Chung River, West Thomas, AL 88254",Farmer Pension,Central,4008.93,2023-02-03,Monthly,763509773593,IFSC1064,DistrictB,State1,South,1,4008.93,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Barbara Pierce,1938-03-15,668634409218,"Unit 0836 Box 0996, DPO AP 24818",Farmer Pension,Central,2397.13,2025-01-14,Monthly,027232332300,IFSC4898,DistrictB,State1,North,2,7474.08,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Rebecca Ellis,1953-10-09,36260115435,"7943 Montgomery Gateway, New Shannonchester, IN 61233",Widow Pension,Central,1072.74,2023-11-13,Quarterly,810236235457,IFSC6745,DistrictA,State1,North,1,1072.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Andrea Brown,1940-08-29,584120115675,"130 Carolyn Port Suite 129, East Williamburgh, AL 53467",Old Age Pension,State,1440.36,2021-10-20,Monthly,446041373228,IFSC4234,DistrictA,State2,North,1,1440.36,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Megan Diaz,1938-05-11,661992398715,"092 Trevor Meadow Apt. 192, North Mark, IN 35950",Widow Pension,Central,2936.18,2023-09-05,Monthly,577294226670,IFSC2446,DistrictA,State1,South,1,2936.18,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Mary Owens,1935-10-07,891943961592,"0850 Compton Points, Holmeston, HI 13895",Disability Pension,Central,3770.06,2020-08-28,Quarterly,790827752815,IFSC1062,DistrictA,State2,North,1,3770.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Alexandra Gilbert,1936-09-02,460097660420,"3506 Avery Via, Seanchester, PA 45715",Old Age Pension,Central,2221.4,2023-03-31,Quarterly,131330415522,IFSC3957,DistrictB,State1,North,1,2221.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Sara Mendez,1951-04-16,578302976939,"196 Ballard Grove, Elizabethville, NH 68093",Old Age Pension,Central,4989.75,2024-11-26,Monthly,031551884659,IFSC5431,DistrictA,State2,North,1,4989.75,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Cassandra Knight,1936-08-03,654208249601,"1506 Kayla Camp, Zacharyland, MA 18619",Farmer Pension,Central,4616.59,2022-08-17,Quarterly,109352816169,IFSC5732,DistrictB,State2,South,1,4616.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Ricky Cunningham,1962-07-24,40249015121,"56248 Wilson Corner, North Michaelmouth, TN 03555",Old Age Pension,State,4225.36,2023-03-24,Monthly,171069274847,IFSC9221,DistrictA,State2,North,1,4225.36,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
David Ramirez,1945-12-18,150019579466,"12665 Vance Terrace Apt. 415, Smithton, WI 86307",Widow Pension,State,4573.07,2024-01-17,Quarterly,729489790697,IFSC7007,DistrictC,State2,South,2,10534.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Robert Howard,1940-04-09,718427980925,"8580 Ian Drive Suite 347, West Jason, NM 28636",Widow Pension,Central,2629.66,2023-02-12,Quarterly,074702086995,IFSC2504,DistrictC,State2,South,1,2629.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Emma Brown,1947-02-20,793431651322,"130 Craig Island Suite 862, New Kelly, OK 01251",Farmer Pension,State,2678.55,2024-01-23,Quarterly,316733908136,IFSC0291,DistrictC,State1,North,1,2678.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Alyssa Brown,1938-02-01,673441256490,"85333 Christina Parkway, Port Diane, AZ 98245",Disability Pension,Central,4039.89,2023-12-05,Quarterly,631558230231,IFSC1547,DistrictC,State2,North,1,4039.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Terri Khan,1945-02-26,718186026547,"44600 Escobar Summit Apt. 891, Maryberg, NJ 46628",Old Age Pension,State,1271.1,2022-06-28,Quarterly,030368248664,IFSC9570,DistrictB,State2,North,1,1271.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
